TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,CRIME_CATEGORY
Break and Enter Commercial,2020,5,30,2,1,12XX W HASTINGS ST,Central Business District,490992.1531,5459600.393,Commercial
Break and Enter Commercial,2020,9,19,5,23,12XX W HASTINGS ST,Central Business District,490992.1531,5459600.393,Commercial
Break and Enter Commercial,2020,9,20,3,32,12XX W HASTINGS ST,Central Business District,491023.488,5459585.8138,Commercial
Break and Enter Commercial,2020,9,24,16,15,12XX W HASTINGS ST,Central Business District,491061.5289,5459578.1999,Commercial
Break and Enter Commercial,2020,3,27,0,0,12XX W PENDER ST,Central Business District,490899.0425,5459585.1576,Commercial
Break and Enter Commercial,2020,3,27,17,0,12XX W PENDER ST,Central Business District,490899.0425,5459585.1576,Commercial
Break and Enter Commercial,2020,5,7,4,25,12XX W PENDER ST,Central Business District,490899.0425,5459585.1576,Commercial
Break and Enter Commercial,2020,4,12,4,33,12XX W PENDER ST,Central Business District,490929.4604,5459560.8499,Commercial
Break and Enter Commercial,2020,11,6,5,0,12XX W PENDER ST,Central Business District,491021.5493,5459527.9079,Commercial
Break and Enter Commercial,2020,10,14,17,0,13XX ADANAC ST,Grandview-Woodland,494396.7329,5458321.6243,Commercial
Break and Enter Commercial,2020,11,6,9,50,13XX ALBERNI ST,West End,490700.6544,5459484.513,Commercial
Break and Enter Commercial,2020,3,13,0,0,13XX BURNABY ST,West End,490063.0699,5458863.7223,Commercial
Break and Enter Commercial,2020,2,22,10,40,13XX BURNABY ST,West End,490090.7232,5458837.0314,Commercial
Break and Enter Commercial,2020,1,18,10,33,13XX BURRARD ST,Central Business District,490410.3314,5458289.3816,Commercial
Break and Enter Commercial,2020,6,30,9,43,13XX BURRARD ST,Central Business District,490410.3314,5458289.3816,Commercial
Break and Enter Commercial,2020,12,8,15,30,13XX BURRARD ST,Central Business District,490410.3314,5458289.3816,Commercial
Break and Enter Commercial,2020,8,14,7,15,13XX BURRARD ST,West End,490427.9303,5458319.9471,Commercial
Break and Enter Commercial,2020,11,16,3,12,13XX BURRARD ST,West End,490428.7732,5458320.791,Commercial
Break and Enter Commercial,2020,12,8,6,20,13XX BUTE ST,West End,490171.7589,5458654.1587,Commercial
Break and Enter Commercial,2020,11,6,19,0,13XX BUTE ST,West End,490196.0645,5458678.8787,Commercial
Break and Enter Commercial,2020,5,19,18,13,13XX CHESTNUT ST,Kitsilano,489354.2618,5457924.3199,Commercial
Break and Enter Commercial,2020,1,22,4,53,13XX CLARK DR,Grandview-Woodland,494380.2576,5457797.5629,Commercial
Break and Enter Commercial,2020,2,12,7,7,13XX COMMERCIAL DR,Grandview-Woodland,494933.4227,5457787.9212,Commercial
Break and Enter Commercial,2020,2,2,4,35,13XX COMMERCIAL DR,Grandview-Woodland,494933.7777,5457806.3001,Commercial
Break and Enter Commercial,2020,6,19,4,8,13XX COMOX ST,West End,490299.2122,5459106.4601,Commercial
Break and Enter Commercial,2020,1,15,7,27,13XX DAVIE ST,West End,490145.3665,5458952.8409,Commercial
Break and Enter Commercial,2020,9,14,5,31,13XX DAVIE ST,West End,490155.5609,5458929.7678,Commercial
Break and Enter Commercial,2020,10,6,9,52,13XX E KENT AVE N,Sunset,494282.4885,5450726.1732,Commercial
Break and Enter Commercial,2020,9,10,1,0,14XX BARCLAY ST,West End,490342.8284,5459363.4756,Commercial
Break and Enter Commercial,2020,10,19,22,27,14XX BARCLAY ST,West End,490342.8284,5459363.4756,Commercial
Break and Enter Commercial,2020,5,11,19,58,14XX BURNABY ST,West End,489961.3118,5458963.25,Commercial
Break and Enter Commercial,2020,8,21,23,0,14XX BURNABY ST,West End,489961.3118,5458963.25,Commercial
Break and Enter Commercial,2020,10,13,16,14,14XX BURNABY ST,West End,489961.3118,5458963.25,Commercial
Break and Enter Commercial,2020,3,13,15,0,14XX BURNABY ST,West End,489973.7858,5458950.8319,Commercial
Break and Enter Commercial,2020,2,11,8,46,14XX BURNABY ST,West End,489991.1518,5458946.4465,Commercial
Break and Enter Commercial,2020,12,8,17,34,14XX BUTE ST,West End,490062.7747,5458543.1506,Commercial
Break and Enter Commercial,2020,2,7,14,29,14XX CARTWRIGHT ST,Fairview,490154.9304,5457497.3044,Commercial
Break and Enter Commercial,2020,3,27,21,0,14XX CONTINENTAL ST,Central Business District,490512.2176,5458043.5178,Commercial
Break and Enter Commercial,2020,3,29,8,2,14XX CYPRESS ST,Kitsilano,489245.8136,5457841.6304,Commercial
Break and Enter Commercial,2020,12,28,9,30,14XX DAVIE ST,West End,490079.7033,5459005.2512,Commercial
Break and Enter Commercial,2020,2,21,17,0,14XX E 14TH AVE,Kensington-Cedar Cottage,494523.3572,5456120.0032,Commercial
Break and Enter Commercial,2020,5,7,23,30,14XX E 14TH AVE,Kensington-Cedar Cottage,494559.5023,5456119.6723,Commercial
Break and Enter Commercial,2020,9,30,20,0,14XX E 3RD AVE,Grandview-Woodland,494548.1234,5457237.957,Commercial
Break and Enter Commercial,2020,3,12,1,41,14XX E 3RD AVE,Grandview-Woodland,494586.5718,5457237.4046,Commercial
Break and Enter Commercial,2020,3,1,0,0,14XX E 4TH AVE,Grandview-Woodland,494551.6088,5457133.6573,Commercial
Break and Enter Commercial,2020,4,2,9,50,14XX E 7TH AVE,Grandview-Woodland,494574.7256,5456824.1331,Commercial
Break and Enter Commercial,2020,12,1,5,30,14XX E BROADWAY AV,Grandview-Woodland,494607.759,5456629.3775,Commercial
Break and Enter Commercial,2020,5,25,3,9,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4002,Commercial
Break and Enter Commercial,2020,6,20,4,0,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4002,Commercial
Break and Enter Commercial,2020,7,20,9,52,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4002,Commercial
Break and Enter Commercial,2020,8,31,8,0,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4002,Commercial
Break and Enter Commercial,2020,9,18,4,19,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4002,Commercial
Break and Enter Commercial,2020,10,18,18,0,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4002,Commercial
Break and Enter Commercial,2020,2,13,3,49,14XX E BROADWAY AVE,Grandview-Woodland,494607.759,5456629.3776,Commercial
Break and Enter Commercial,2020,9,29,0,8,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506,Commercial
Break and Enter Commercial,2020,9,2,13,56,14XX E PENDER ST,Grandview-Woodland,494541.6667,5458627.3508,Commercial
Break and Enter Commercial,2020,4,9,4,0,14XX E PENDER ST,Grandview-Woodland,494558.312,5458617.9135,Commercial
Break and Enter Commercial,2020,1,12,22,51,14XX E PENDER ST,Grandview-Woodland,494589.8227,5458617.361,Commercial
Break and Enter Commercial,2020,1,6,13,48,14XX FRANCES ST,Grandview-Woodland,494594.5596,5458526.8312,Commercial
Break and Enter Commercial,2020,3,11,0,0,14XX HARWOOD ST,West End,489917.5273,5458853.1179,Commercial
Break and Enter Commercial,2020,8,13,23,0,14XX HOWE ST,Central Business District,490436.0475,5458026.7,Commercial
Break and Enter Commercial,2020,11,21,3,16,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494592.4755,5455184.3312,Commercial
Break and Enter Commercial,2020,3,22,7,0,14XX LAMEYS MILL RD,Fairview,490007.4357,5457361.3803,Commercial
Break and Enter Commercial,2020,11,15,4,50,14XX LAMEYS MILL RD,Fairview,490007.4357,5457361.3803,Commercial
Break and Enter Commercial,2020,8,30,5,6,14XX LAMEYS MILL RD,Fairview,490093.8163,5457245.4082,Commercial
Break and Enter Commercial,2020,1,9,9,1,14XX LAMEYS MILL RD,Fairview,490094.2869,5457244.9618,Commercial
Break and Enter Commercial,2020,8,11,4,29,14XX LAMEYS MILL RD,Fairview,490094.2869,5457244.9618,Commercial
Break and Enter Commercial,2020,8,31,4,40,14XX LAMEYS MILL RD,Fairview,490094.2869,5457244.9618,Commercial
Break and Enter Commercial,2020,2,2,9,32,14XX MAPLE ST,Kitsilano,489070.7658,5457850.5414,Commercial
Break and Enter Commercial,2020,1,28,21,0,14XX MAPLE ST,Kitsilano,489079.5739,5457840.2387,Commercial
Break and Enter Commercial,2020,3,1,0,0,14XX MAPLE ST,Kitsilano,489079.5739,5457840.2387,Commercial
Break and Enter Commercial,2020,6,24,0,0,14XX MARPOLE AVE,Fairview,489952.6838,5456070.6552,Commercial
Break and Enter Commercial,2020,9,1,11,39,14XX MARPOLE AVE,Fairview,489952.6838,5456070.6552,Commercial
Break and Enter Commercial,2020,4,14,23,9,14XX MATTHEWS AVE,Shaughnessy,489900.4641,5455615.1506,Commercial
Break and Enter Commercial,2020,11,16,5,21,14XX ODLUM DR,Grandview-Woodland,494479.482,5457708.222,Commercial
Break and Enter Commercial,2020,2,20,22,1,14XX PENDRELL ST,West End,490116.2554,5459123.6547,Commercial
Break and Enter Commercial,2020,4,3,11,30,14XX PENNYFARTHING DR,Fairview,489676.1259,5457753.0943,Commercial
Break and Enter Commercial,2020,12,7,9,19,14XX POWELL ST,Grandview-Woodland,494557.0168,5458945.1363,Commercial
Break and Enter Commercial,2020,3,19,5,47,14XX ROBSON ST,West End,490480.7265,5459545.2621,Commercial
Break and Enter Commercial,2020,3,21,4,22,14XX VENABLES ST,Grandview-Woodland,494575.2523,5458217.3282,Commercial
Break and Enter Commercial,2020,9,18,20,15,14XX VENABLES ST,Grandview-Woodland,494648.6231,5458215.9095,Commercial
Break and Enter Commercial,2020,7,9,23,0,14XX W 10TH AVE,Fairview,489963.9717,5456656.0111,Commercial
Break and Enter Commercial,2020,6,10,10,11,14XX W 11TH AVE,Fairview,489951.0306,5456552.9533,Commercial
Break and Enter Commercial,2020,4,23,0,0,14XX W 11TH AVE,Fairview,489962.0522,5456561.6992,Commercial
Break and Enter Commercial,2020,3,20,3,0,14XX W 11TH AVE,Fairview,490051.1793,5456549.2801,Commercial
Break and Enter Commercial,2020,5,7,10,38,14XX W 11TH AVE,Fairview,490051.1793,5456549.2801,Commercial
Break and Enter Commercial,2020,12,7,4,26,14XX W 13TH AVE,Fairview,489931.9913,5456352.1803,Commercial
Break and Enter Commercial,2020,3,28,16,0,14XX W 13TH AVE,Fairview,490004.6502,5456350.672,Commercial
Break and Enter Commercial,2020,7,5,1,0,14XX W 13TH AVE,Fairview,490004.6502,5456350.672,Commercial
Break and Enter Commercial,2020,12,6,17,0,14XX W 13TH AVE,Fairview,490004.6502,5456350.672,Commercial
Break and Enter Commercial,2020,10,15,7,56,14XX W 70TH AVE,Marpole,489867.0022,5450658.8173,Commercial
Break and Enter Commercial,2020,3,25,0,22,14XX W 70TH AVE,Marpole,489869.7089,5450658.8082,Commercial
Break and Enter Commercial,2020,9,7,4,41,14XX W 73RD AVE,Marpole,489941.1453,5450266.4953,Commercial
Break and Enter Commercial,2020,3,21,3,50,14XX W 7TH AVE,Fairview,489958.692,5456966.1931,Commercial
Break and Enter Commercial,2020,3,4,0,0,14XX W 8TH AVE,Fairview,490050.0829,5456861.3017,Commercial
Break and Enter Commercial,2020,3,5,0,30,14XX W BROADWAY AVE,Fairview,490043.381,5456760.6176,Commercial
Break and Enter Commercial,2020,4,26,4,10,14XX W BROADWAY AVE,Fairview,490091.3334,5456759.654,Commercial
Break and Enter Commercial,2020,8,4,5,33,14XX W BROADWAY AVE,Fairview,490091.3334,5456759.654,Commercial
Break and Enter Commercial,2020,10,22,7,3,14XX W BROADWAY AVE,Fairview,490091.3334,5456759.654,Commercial
Break and Enter Commercial,2020,8,2,3,5,14XX W GEORGIA ST,West End,490628.9295,5459632.7902,Commercial
Break and Enter Commercial,2020,10,5,3,39,14XX W GEORGIA ST,West End,490628.9295,5459632.7902,Commercial
Break and Enter Commercial,2020,12,6,4,50,14XX W GEORGIA ST,Central Business District,490632.1266,5459642.5723,Commercial
Break and Enter Commercial,2020,10,1,4,15,14XX W GEORGIA ST,West End,490652.4855,5459608.8933,Commercial
Break and Enter Commercial,2020,3,26,2,17,15XX ALBERNI ST,West End,490538.4174,5459631.1283,Commercial
Break and Enter Commercial,2020,10,25,20,0,15XX ATLAS LANE,Kerrisdale,489731.2826,5451999.7925,Commercial
Break and Enter Commercial,2020,11,23,18,45,15XX ATLAS LANE,Kerrisdale,489731.2826,5451999.7925,Commercial
Break and Enter Commercial,2020,12,8,23,0,15XX BEACH AVE,West End,489744.1976,5458883.7829,Commercial
Break and Enter Commercial,2020,6,26,5,8,15XX COAL HARBOUR QUAY,Central Business District,490669.7648,5459878.9595,Commercial
Break and Enter Commercial,2020,5,26,1,34,15XX COAL HARBOUR QUAY,Central Business District,490710.7048,5459851.8461,Commercial
Break and Enter Commercial,2020,1,26,3,40,15XX COMMERCIAL DR,Grandview-Woodland,494930.0914,5457601.6183,Commercial
Break and Enter Commercial,2020,4,12,6,16,15XX COMMERCIAL DR,Grandview-Woodland,494930.39,5457617.6632,Commercial
Break and Enter Commercial,2020,9,1,6,0,15XX COMOX ST,West End,490124.9964,5459279.1196,Commercial
Break and Enter Commercial,2020,1,27,20,0,15XX COTTON DR,Grandview-Woodland,494799.7652,5457611.1481,Commercial
Break and Enter Commercial,2020,5,28,22,56,15XX DAVIE ST,West End,489983.1283,5459111.8077,Commercial
Break and Enter Commercial,2020,12,28,12,0,15XX E 22ND AVE,Kensington-Cedar Cottage,494715.4263,5455288.1032,Commercial
Break and Enter Commercial,2020,8,8,13,12,15XX E 3RD AVE,Grandview-Woodland,494702.8694,5457226.6092,Commercial
Break and Enter Commercial,2020,8,16,15,43,15XX E 5TH AVE,Grandview-Woodland,494755.6684,5457034.3358,Commercial
Break and Enter Commercial,2020,9,10,19,0,15XX E 8TH AVE,Grandview-Woodland,494699.3635,5456731.2422,Commercial
Break and Enter Commercial,2020,5,24,0,0,15XX E BROADWAY AVE,Kensington-Cedar Cottage,494663.3343,5456619.4335,Commercial
Break and Enter Commercial,2020,10,23,23,30,15XX E HASTINGS ST,Grandview-Woodland,494702.2158,5458724.7723,Commercial
Break and Enter Commercial,2020,1,2,8,38,15XX E HASTINGS ST,Grandview-Woodland,494712.2382,5458724.579,Commercial
Break and Enter Commercial,2020,4,10,22,42,15XX GRANVILLE ST,Central Business District,490485.1499,5457930.6398,Commercial
Break and Enter Commercial,2020,8,21,3,24,15XX HARWOOD ST,West End,489793.1915,5458975.8542,Commercial
Break and Enter Commercial,2020,10,1,6,30,15XX HORNBY ST,Central Business District,490343.2374,5458068.9154,Commercial
Break and Enter Commercial,2020,7,31,7,20,15XX HOWE ST,Central Business District,490411.6225,5458001.9741,Commercial
Break and Enter Commercial,2020,10,13,3,39,15XX HOWE ST,Central Business District,490411.6225,5458001.9741,Commercial
Break and Enter Commercial,2020,9,17,1,30,15XX HOWE ST,Central Business District,490413.3335,5458003.6908,Commercial
Break and Enter Commercial,2020,3,25,8,8,15XX JOHNSTON ST,Fairview,490199.5122,5457675.5376,Commercial
Break and Enter Commercial,2020,1,7,21,0,15XX KITCHENER ST,Grandview-Woodland,494725.2231,5457717.948,Commercial
Break and Enter Commercial,2020,3,31,5,0,15XX ROBSON ST,West End,490441.61,5459583.9461,Commercial
Break and Enter Commercial,2020,8,16,3,41,15XX ROBSON ST,West End,490441.61,5459583.9461,Commercial
Break and Enter Commercial,2020,4,14,8,24,15XX ROBSON ST,West End,490443.254,5459569.4018,Commercial
Break and Enter Commercial,2020,12,11,11,20,15XX ROBSON ST,West End,490443.8049,5459568.8529,Commercial
Break and Enter Commercial,2020,9,17,4,0,15XX ROBSON ST,West End,490457.7597,5459554.9519,Commercial
Break and Enter Commercial,2020,12,31,0,0,15XX VENABLES ST,Grandview-Woodland,494601.898,5458225.9756,Commercial
Break and Enter Commercial,2020,6,3,2,20,15XX VERNON DR,Strathcona,494267.8462,5457562.4113,Commercial
Break and Enter Commercial,2020,8,17,4,33,15XX VERNON DR,Strathcona,494267.8462,5457562.4113,Commercial
Break and Enter Commercial,2020,4,16,4,3,11XX HAMILTON ST,Central Business District,491162.2843,5458098.7551,Commercial
Break and Enter Commercial,2020,3,25,15,0,11XX HAMILTON ST,Central Business District,491165.4836,5458114.9404,Commercial
Break and Enter Commercial,2020,12,27,8,20,11XX HAMILTON ST,Central Business District,491169.8317,5458106.3448,Commercial
Break and Enter Commercial,2020,5,28,5,20,11XX HAMILTON ST,Central Business District,491176.1637,5458125.6811,Commercial
Break and Enter Commercial,2020,9,28,4,30,11XX HAMILTON ST,Central Business District,491176.1637,5458125.6811,Commercial
Break and Enter Commercial,2020,10,27,3,44,11XX HAMILTON ST,Central Business District,491176.1637,5458125.6811,Commercial
Break and Enter Commercial,2020,4,20,4,11,11XX HARO ST,West End,490746.6786,5459115.701,Commercial
Break and Enter Commercial,2020,7,26,10,2,11XX HARO ST,West End,490746.6786,5459115.701,Commercial
Break and Enter Commercial,2020,12,8,11,43,11XX HARO ST,West End,490746.6786,5459115.701,Commercial
Break and Enter Commercial,2020,12,14,10,36,11XX HARWOOD ST,West End,490220.0342,5458566.3475,Commercial
Break and Enter Commercial,2020,5,1,17,0,11XX HARWOOD ST,West End,490251.8691,5458534.9127,Commercial
Break and Enter Commercial,2020,3,27,6,32,11XX HARWOOD ST,West End,490259.9148,5458514.1177,Commercial
Break and Enter Commercial,2020,2,29,8,31,11XX HARWOOD ST,West End,490291.7498,5458482.6829,Commercial
Break and Enter Commercial,2020,9,12,22,3,11XX HOMER ST,Central Business District,491100.1043,5458121.7293,Commercial
Break and Enter Commercial,2020,4,6,1,13,11XX HOMER ST,Central Business District,491106.5262,5458128.1173,Commercial
Break and Enter Commercial,2020,9,12,0,0,11XX HORNBY ST,Central Business District,490705.344,5458446.0921,Commercial
Break and Enter Commercial,2020,6,30,0,0,11XX HORNBY ST,Central Business District,490751.6156,5458494.0611,Commercial
Break and Enter Commercial,2020,11,16,3,38,11XX HORNBY ST,Central Business District,490761.5509,5458491.19,Commercial
Break and Enter Commercial,2020,1,31,5,30,11XX HOWE ST,Central Business District,490761.5547,5458365.9588,Commercial
Break and Enter Commercial,2020,2,18,4,0,11XX HOWE ST,Central Business District,490761.5547,5458365.9588,Commercial
Break and Enter Commercial,2020,2,25,3,41,11XX HOWE ST,Central Business District,490768.0621,5458359.5349,Commercial
Break and Enter Commercial,2020,6,6,4,0,11XX HOWE ST,Central Business District,490768.0621,5458359.5349,Commercial
Break and Enter Commercial,2020,6,22,4,30,11XX HOWE ST,Central Business District,490768.0621,5458359.5349,Commercial
Break and Enter Commercial,2020,9,11,5,29,11XX HOWE ST,Central Business District,490768.0621,5458359.5349,Commercial
Break and Enter Commercial,2020,11,3,13,40,11XX HOWE ST,Central Business District,490768.0621,5458359.5349,Commercial
